##########################;;;;;;;;;;;;;x
##########################Decisions###########################;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
state_east_sinray_island_desc;We may impose modern administration upon the §YEstern Sinray Island§!.\n\nHere the sun rises over jungles heavy with promise, where vines coil over soil dense with ores, rivers swollen with fish and gold-flecked silt, and shores bursting with untapped trading potential. Without structure, riches breed only freedom, with structure, they breed dominion. We shall grant it structure, and thus bind its fortune to the sigils of our state.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
new_dorania_title;Invest into New Dorania;;;;;;;;;;;;;;x
new_dorania_desc;The Empire may invest in the temperate colony of New Dorania.\nThis decision may be taken §Yup to 10 times§!, each investment costing §1 Million§!.\n\ninvesting grants the following effects for §Y5 years§!:\n§G+0.1% population growth§!\n§G+0.2% Assimilation rate§!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
domain_of_the_heartland_title;Domain of the Heartland;;;;;;;;;;;;;;x
domain_of_the_heartland_desc;§YRedrogard§! stands at the decisive center between east and central Pillar, a state forged through strength and proven through order. The power here has never been the land itself, but the people it sustains, the influence it concentrates, and the rivals it compelled to rise or fall.\n\nNeighbors once stood proud and ambitious, yet they learned quickly that Unity, Discipline, and Competence were not ideals, but necessities under Redrogard’s gaze.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
dissolve_the_crown_of_terilem_title;Dissolve the Crown of Terilem;;;;;;;;;;;;;;x
dissolve_the_crown_of_terilem_desc;§RHover over my text!§!\n\nThis decision starts a three-way Prisoner's Dilemma between §YDevogard§!, §YRedrogard§!, and §YEmadem§!.\nYou §Rmust§! own at least one §RTerilem core province§! to participate.§!\n\nEach state secretly chooses:\n§GCOOPERATE§! No accusation.\n§RBETRAY§! Accuse one or all rivals.\n\n§YAssimilation outcomes§!:\n§GStab all§! | §GThey trust§! 1.0% Assimilation\n§GStab one§! | §YMutual trust other§! 0.9% Assimilation\n§YMutual trust all§! 0.8% Assimilation\n§GStab one§! | §RMutual stab other§! 0.7% Assimilation\n§GStab one§! | §ROther stabs you§! 0.6% Assimilation\n§YMutual trust one§! | §RMutual stab other§! 0.5% Assimilation\n§YMutual trust one§! | §ROther stabs you§! 0.4% Assimilation\n§RMutual stab all§! 0.3% Assimilation\n§RMutual stab one§! | §ROther stabs you§! 0.2% Assimilation\n§ROthers stab you twice§! 0.1% Assimilation\n\n§YTwo player scenario§!:\n§GStab§! | §YOther trusts§! 1.0% Assimilation\n§YMutual trust§! 0.8% Assimilation\n§RMutual stab§! 0.3% Assimilation\n§ROther stabs§! 0.1% Assimilation\n\nWar resolution:\nAccused state gains a §YCasus Belli of Retribution§!.\n\nVictory via war decides §YTerilemi assimilation§! on a one victim to one accuser basis. Each war result applies only to the country that used a Casus Belli on you, or the one you used the Casus Belli on.\nWinner assimilates §Gfaster§!.\nLoser assimilates §Rslower§!.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
dissolve_the_crown_of_ormal_title;Dissolve the Crown of Ormal;;;;;;;;;;;;;;x
dissolve_the_crown_of_ormal_desc;§RHover over my text!§!\n\nThis decision starts a three-way Prisoner’s Dilemma between §YDevogard§!, §YRedrogard§!, and §YHaatos§!.\nYou §Rmust§! own at least one §ROrmal core province§! to participate.§!\n\nEach state secretly chooses:\n§GCOOPERATE§! No accusation.\n§RBETRAY§! Accuse one or all rivals.\n\n§YAssimilation outcomes§!:\n§GStab all§! | §GThey trust§! 1.0% Assimilation\n§GStab one§! | §YMutual trust other§! 0.9% Assimilation\n§YMutual trust all§! 0.8% Assimilation\n§GStab one§! | §RMutual stab other§! 0.7% Assimilation\n§GStab one§! | §ROther stabs you§! 0.6% Assimilation\n§YMutual trust one§! | §RMutual stab other§! 0.5% Assimilation\n§YMutual trust one§! | §ROther stabs you§! 0.4% Assimilation\n§RMutual stab all§! 0.3% Assimilation\n§RMutual stab one§! | §ROther stabs you§! 0.2% Assimilation\n§ROthers stab you twice§! 0.1% Assimilation\n\n§YTwo player scenario§!:\n§GStab§! | §YOther trusts§! 1.0% Assimilation\n§YMutual trust§! 0.8% Assimilation\n§RMutual stab§! 0.3% Assimilation\n§ROther stabs§! 0.1% Assimilation\n\nWar resolution:\nAccused state gains a §YCasus Belli of Retribution§!.\n\nVictory via war decides §YOrmale assimilation§! on a one victim to one accuser basis. Each war result applies only to the country that used a Casus Belli on you, or the one you used the Casus Belli on.\nWinner assimilates §Gfaster§!.\nLoser assimilates §Rslower§!.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
dissolve_the_crown_of_nadorilem_title;Dissolve the Crown of Nadorilem;;;;;;;;;;;;;;x
dissolve_the_crown_of_nadorilem_desc;§RHover over my text!§!\n\nThis decision starts a three-way Prisoner’s Dilemma between §YDevogard§!, §YEmadem§!, and §YHerradem§!.\nYou §Rmust§! own at least one §RNadorilem core province§! to participate.§!\n\nEach state secretly chooses:\n§GCOOPERATE§! No accusation.\n§RBETRAY§! Accuse one or all rivals.\n\n§YAssimilation outcomes§!:\n§GStab all§! | §GThey trust§! 1.0% Assimilation\n§GStab one§! | §YMutual trust other§! 0.9% Assimilation\n§YMutual trust all§! 0.8% Assimilation\n§GStab one§! | §RMutual stab other§! 0.7% Assimilation\n§GStab one§! | §ROther stabs you§! 0.6% Assimilation\n§YMutual trust one§! | §RMutual stab other§! 0.5% Assimilation\n§YMutual trust one§! | §ROther stabs you§! 0.4% Assimilation\n§RMutual stab all§! 0.3% Assimilation\n§RMutual stab one§! | §ROther stabs you§! 0.2% Assimilation\n§ROthers stab you twice§! 0.1% Assimilation\n\n§YTwo player scenario§!:\n§GStab§! | §YOther trusts§! 1.0% Assimilation\n§YMutual trust§! 0.8% Assimilation\n§RMutual stab§! 0.3% Assimilation\n§ROther stabs§! 0.1% Assimilation\n\nWar resolution:\nAccused state gains a §YCasus Belli of Retribution§!.\n\nVictory via war decides §YNadorilemi assimilation§! on a one victim to one accuser basis. Each war result applies only to the country that used a Casus Belli on you, or the one you used the Casus Belli on.\nWinner assimilates §Gfaster§!.\nLoser assimilates §Rslower§!.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
the_eternal_strife_over_adranal_title;The Eternal Strife over Adranal;;;;;;;;;;;;;;x
the_eternal_strife_over_adranal_desc;Both §YLayonell and Zeek§! will gain a §Y1% Assimilation bonus§! on the §YAdranai culture§!\n\nAfter centuries marked by relentless attempts at conquest and the ravages of countless struggles, the lands of Adranal have at last come under our dominion, kindling the hope that this long era of strife and turmoil may finally draw to a close.;;;;;;;;;;;;;;x;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
Redrogard_sudden_strike_against_HAA_title;Sudden Strike on Haatos;;;;;;;;;;;;;;x
Redrogard_sudden_strike_against_HAA_desc;In a bold and thunderous declaration, the nation of Redrogard has cast diplomacy aside, rallying its armies for a rapid and decisive strike against Haatos. With precision and swiftness as its creed, this campaign aims to subdue the foe before they can marshal their strength, heralding a conflict of unmatched ferocity.\n§RGain a Unique Zero Cost CB on Haatos lasting 90 days!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
Redrogard_sudden_strike_against_DEV_title;Sudden Strike on Devogard;;;;;;;;;;;;;;x
Redrogard_sudden_strike_against_DEV_desc;In a bold and thunderous declaration, the nation of Redrogard has cast diplomacy aside, rallying its armies for a rapid and decisive strike against Devogard. With precision and swiftness as its creed, this campaign aims to subdue the foe before they can marshal their strength, heralding a conflict of unmatched ferocity.\n§RGain a unique zero cost CB on Devogard lasting 90 days!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
Redrogard_sudden_strike_against_ESP_title;Sudden Strike on Esperos;;;;;;;;;;;;;;x
Redrogard_sudden_strike_against_ESP_desc;In a bold and thunderous declaration, the nation of Redrogard has cast diplomacy aside, rallying its armies for a rapid and decisive strike against Esperos. With precision and swiftness as its creed, this campaign aims to subdue the foe before they can marshal their strength, heralding a conflict of unmatched ferocity.\n§RGain a unique zero cost CB on Esperos lasting 90 days!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
Redrogard_sudden_strike_against_EMA_title;Sudden Strike on Emadem;;;;;;;;;;;;;;x
Redrogard_sudden_strike_against_EMA_desc;In a bold and thunderous declaration, the nation of Redrogard has cast diplomacy aside, rallying its armies for a rapid and decisive strike against Emadem. With precision and swiftness as its creed, this campaign aims to subdue the foe before they can marshal their strength, heralding a conflict of unmatched ferocity.\n§RGain a unique zero cost CB on Emadem lasting 90 days!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
Redrogard_sudden_strike_against_DOR_title;Sudden Strike on Doridia;;;;;;;;;;;;;;x
Redrogard_sudden_strike_against_DOR_desc;In a bold and thunderous declaration, the nation of Redrogard has cast diplomacy aside, rallying its armies for a rapid and decisive strike against Doridia. With precision and swiftness as its creed, this campaign aims to subdue the foe before they can marshal their strength, heralding a conflict of unmatched ferocity.\n§RGain a unique zero cost CB on Doridia lasting 90 days!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
elowaar_realm_blood_and_harvest_title;Our Realm! Our Blood! Our Harvest!;;;;;;;;;;;;;;x
elowaar_realm_blood_and_harvest_desc;The fertile frontier of Luden thrives under the industrious Elowaar, a proud subculture descended from settlers who embraced the land’s hardships. Calling themselves the "blood of the land," their unity and fecundity have spurred a remarkable population boom, transforming the once-sparse frontier into a vibrant tapestry of homesteads and bustling communities.\n§RAny Elowaar majority province gains +0.1 pop growth!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
the_end_of_the_sister_republics_title;Absorption of the Sister Republics;;;;;;;;;;;;;;x
the_end_of_the_sister_republics_desc;§YStraya, Eliadem and Spherso/Hamero§! will gain a §Y1% Assimilation bonus§! on the §YHalladian culture§!\n\nThe Sister Republics, long celebrated as stalwart defenders of frontier liberty, have ceded their independence and been brought under the authority of neighboring powers. Whether achieved through statesmanship or by more forceful measures, the annexation marks a turning point for these once-proud republics. Advocates laud the move as a harbinger of unity and prosperity, while detractors bemoan the dissolution. As the banners of their new rulers rise over these lands, only time will tell what this change holds for the people of the frontier.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
claim_calero_title;Land and Legacy of Calero;;;;;;;;;;;;;;x
claim_calero_desc;Owner of states 250, 251, 289 or 288 gains §G+1 Legitimacy§! per state each year.\nAt §Y100 Legitimacy§!, this decision may be taken to §Gaccept Calero culture§!.\n§RThe rival continues their Legitimacy progression separately§!.\n\nCalero was born from compromise. In its early years, the elites raised an elective crown, inviting a foreign king to borrow legitimacy and deter northern and southern pressure. The experiment failed. Autonomy was lost, borders erased, the constitution broken, and lands seized by force.\nNow, the conflict for the divided Caleran territories has ended. All former Caleran lands and people have been formally integrated under one sovereign authority, bound inseparably to the victor’s nation.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
claim_pinaro_title;Reconquest of the White Coast;;;;;;;;;;;;;;x
claim_pinaro_desc;The lands of Pinaro, steeped in riches and storied tradition, now lie at the heart of Spherso’s bold claims over the White Coast. To Spherso, Pinaro represents not merely a neighboring state but a rightful part of their dominion, a vital key to the unity and prosperity of the region. Yet for the proud people of Pinaro, this claim strikes at the core of their identity and independence, stirring both unease and defiance.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
war_between_the_triachy_title;The Triachy and Haldem;;;;;;;;;;;;;;x
war_between_the_triachy_desc;Owner of states 93, 97, 96, 57, 58 or 99 gains §G+1 Legitimacy§! per state each year.\nAt §Y150 Legitimacy§!, this decision may be taken to §Gaccept Haldosi culture§!.\n§RThe rivals continues their Legitimacy progression separately§!.\n\nThe borderlands shared by the three nations of the Triarchy have become a hotbed of intrigue and strife, with each vying for control over territories which are home to the Haldosi minority. Once a people of a great nation, the Haldosi now find themselves caught in the crossfire of ambition, their lands serving as both as battleground and as prize.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
integration_of_perovania_title;Integration of Perovania;;;;;;;;;;;;;;x
integration_of_perovania_desc;§YPalpedia§! will gain a §Y0.6% Assimilation bonus§! on the §YPerovania culture§!\n\nThe former kingdom of Perovania, once a fierce rival and steadfast vassal to the hated Milogarde, enemie of all Peoples, now stands on the brink of assimilation into the Realm of Palpedia. Once, their armies ravaged our lands with impunity; now, their territories and people lie subdued. Yet, the task of integration remains fraught with challenges, as old animosities and the scars of conflict linger beneath the surface.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
sovereignty_over_the_devayan_title;Sovereignty over the Devayan;;;;;;;;;;;;;;x
sovereignty_over_the_devayan_desc;§YSpherso§! / §YHamero§! will gain a §Y1.0% Assimilation bonus§! on the §YDevayan culture§!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
overlordship_over_the_lothradem_title;Overlordship over the Lothradem;;;;;;;;;;;;;;x
overlordship_over_the_lothradem_desc;§YSpherso§! / §YHamero§! will gain a §Y1.0% Assimilation bonus§! on the §YLothradem culture§!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
rule_over_the_elowaar_title;Rule over the Elowaar;;;;;;;;;;;;;;x
rule_over_the_elowaar_desc;§YSpherso§! / §YCalero§! will gain a §Y1.5% Assimilation bonus§! on the §YElowaar culture§!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
PI1_expansion_A1_title;PI1 Expansion A1;;;;;;;;;;;;;;x
PI1_expansion_A1_desc;Pinaro claims by possession and speaks by mandate. Lesser republics, petty crowns and border rivals may quarrel, but the land obeys the authority that governs it, and we are that authority. What Pinaro rules, Pinaro keeps.\nStates: 222, 225, 204 and 208;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
PI1_expansion_A2_title;PI1 Expansion A2;;;;;;;;;;;;;;x
PI1_expansion_A2_desc;Pinaro claims by possession and speaks by mandate. Lesser republics, petty crowns and border rivals may quarrel, but the land obeys the authority that governs it, and we are that authority. What Pinaro rules, Pinaro keeps.\nStates: 246, 244, 226, 203 and 201;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
LU1_expansion_B1_title;LU1 Expansion B1;;;;;;;;;;;;;;x
LU1_expansion_B1_desc;Luden claims by right of governance, not debate. Minor states may protest, but the land answers to the crown that administers it. What Luden holds is secured, what is secured is kept, and what is kept is ours by sovereign will.\nStates: 232, 231, 229 and 230;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
LU1_expansion_A1_title;LU1 Expansion A1;;;;;;;;;;;;;;x
LU1_expansion_A1_desc;Luden claims by right of governance, not debate. Minor states may protest, but the land answers to the crown that administers it. What Luden holds is secured, what is secured is kept, and what is kept is ours by sovereign will.\nStates: 246 and 226;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
LU1_expansion_A2_title;LU1 Expansion A2;;;;;;;;;;;;;;x
LU1_expansion_A2_desc;Luden claims by right of governance, not debate. Minor states may protest, but the land answers to the crown that administers it. What Luden holds is secured, what is secured is kept, and what is kept is ours by sovereign will.\nStates: 289 and 288;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
LU1_expansion_A3_title;LU1 Expansion A3;;;;;;;;;;;;;;x
LU1_expansion_A3_desc;Luden claims by right of governance, not debate. Minor states may protest, but the land answers to the crown that administers it. What Luden holds is secured, what is secured is kept, and what is kept is ours by sovereign will.\nStates: 222, 225, 204 and 208;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
LU1_expansion_AB1_title;LU1 Expansion AB1;;;;;;;;;;;;;;x
LU1_expansion_AB1_desc;Luden claims by right of governance, not debate. Minor states may protest, but the land answers to the crown that administers it. What Luden holds is secured, what is secured is kept, and what is kept is ours by sovereign will.\nStates: 203, 201 and 195;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
LU1_expansion_AB2_title;LU1 Expansion AB2;;;;;;;;;;;;;;x
LU1_expansion_AB2_desc;Luden claims by right of governance, not debate. Minor states may protest, but the land answers to the crown that administers it. What Luden holds is secured, what is secured is kept, and what is kept is ours by sovereign will.\nStates: 189, 188 and 191;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
VA1_expansion_B1_title;VA1 Expansion B1;;;;;;;;;;;;;;x
VA1_expansion_B1_desc;Varan asserts by administration. Objections from marginal states carry no weight where authority is exercised, and authority is exercised here. Territory under Varan jurisdiction remains under Varan, now and forever!\nStates: 232, 231, 229 and 230;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
VA1_expansion_A1_title;VA1 Expansion A1;;;;;;;;;;;;;;x
VA1_expansion_A1_desc;Varan asserts by administration. Objections from marginal states carry no weight where authority is exercised, and authority is exercised here. Territory under Varan jurisdiction remains under Varan, now and forever!\nStates: 201, 195, 203 and 226;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
VA1_expansion_A2_title;VA1 Expansion A2;;;;;;;;;;;;;;x
VA1_expansion_A2_desc;Varan asserts by administration. Objections from marginal states carry no weight where authority is exercised, and authority is exercised here. Territory under Varan jurisdiction remains under Varan, now and forever!\nStates: 225, 204, 222 and 208;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
VA1_expansion_AB1_title;VA1 Expansion AB1;;;;;;;;;;;;;;x
VA1_expansion_AB1_desc;Varan asserts by administration. Objections from marginal states carry no weight where authority is exercised, and authority is exercised here. Territory under Varan jurisdiction remains under Varan, now and forever!\nStates: 228, 240, 244 and 246;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
VA1_expansion_AB2_title;VA1 Expansion AB2;;;;;;;;;;;;;;x
VA1_expansion_AB2_desc;Varan asserts by administration. Objections from marginal states carry no weight where authority is exercised, and authority is exercised here. Territory under Varan jurisdiction remains under Varan claim, now and forever!\nStates: 239, 238, 235 and 234;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
JO1_expansion_1_title;Jogard Expansion 1;;;;;;;;;;;;;;x
JO1_expansion_1_desc;We have expanded the reach of our state and won more resources and strength to our cause.\nStates: 425, 535, 430, 461;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
JO1_expansion_2_full_title;Jogard Expansion 2;;;;;;;;;;;;;;x
JO1_expansion_2_full_desc;We have expanded to a sizable state and can now wield considerable power and influence for our cause.\nStates: 457, 462, 536, 429;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
JO1_expansion_2_TH1_taken_title;Jogard Expansion 2;;;;;;;;;;;;;;x
JO1_expansion_2_TH1_taken_desc;We have expanded to a sizable state and can now wield considerable power and influence for our cause.\nStates: 457, 462, 536, 429;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
JO1_expansion_3_title;Jogard Expansion 3;;;;;;;;;;;;;;x
JO1_expansion_3_desc;Our expansion is complete. The lands we hold are no longer divided and our claim stands singular.\nStates: 475, 458, 460, 459, 466;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
TH1_expansion_1_title;Thyna Expansion 1;;;;;;;;;;;;;;x
TH1_expansion_1_desc;We have expanded the reach of our state and won more resources and strength to our cause.\nStates: 465, 477, 471;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
TH1_expansion_2_full_title;Thyna Expansion 2;;;;;;;;;;;;;;x
TH1_expansion_2_full_desc;We have expanded to a sizable state and can now wield considerable power and influence for our cause.\nStates: 457, 475, 466, 467;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
TH1_expansion_2_JO1_taken_title;Thyna Expansion 2;;;;;;;;;;;;;;x
TH1_expansion_2_JO1_taken_desc;We have expanded to a sizable state and can now wield considerable power and influence for our cause.\nStates: 457, 475, 466, 467;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
TH1_expansion_2_AS1_taken_title;Thyna Expansion 2;;;;;;;;;;;;;;x
TH1_expansion_2_AS1_taken_desc;We have expanded to a sizable state and can now wield considerable power and influence for our cause.\nStates: 457, 475, 466, 467;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
TH1_expansion_2_both_taken_title;Thyna Expansion 2;;;;;;;;;;;;;;x
TH1_expansion_2_both_taken_desc;We have expanded to a sizable state and can now wield considerable power and influence for our cause.\nStates: 457, 475, 466, 467;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
TH1_expansion_3_title;Thyna Expansion 3;;;;;;;;;;;;;;x
TH1_expansion_3_desc;Our reach has expanded even further. We are now a domineering state in the center of the Pera.\nStates: 458, 460, 459;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
TH1_expansion_4_title;Thyna Expansion 4;;;;;;;;;;;;;;x
TH1_expansion_4_desc;Our expansion is complete. The lands we hold are no longer divided and our claim stands singular.\nStates: 462, 536, 453, 476;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
AS1_expansion_1_title;Asphat Expansion 1;;;;;;;;;;;;;;x
AS1_expansion_1_desc;We have expanded the reach of our state and won more resources and strength to our cause.\nStates: 476, 468, 474;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
AS1_expansion_2_full_title;Asphat Expansion 2;;;;;;;;;;;;;;x
AS1_expansion_2_full_desc;We have expanded to a sizable state and can now wield considerable power and influence for our cause.\nStates: 467, 453, 454, 511;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
AS1_expansion_2_TH1_taken_title;Asphat Expansion 2;;;;;;;;;;;;;;x
AS1_expansion_2_TH1_taken_desc;We have expanded to a sizable state and can now wield considerable power and influence for our cause.\nStates: 467, 453, 454, 511;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
AS1_expansion_3_title;Asphat Expansion 3;;;;;;;;;;;;;;x
AS1_expansion_3_desc;Our expansion is complete. The lands we hold are no longer divided and our claim stands singular.\nStates: 475, 458, 460, 459, 466;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
build_the_colossus_title;Construct the Colossus;;;;;;;;;;;;;;x
build_the_colossus_desc;You may gift this Colossus to any New world Nation of your choosing.\nThis giant of Steel shall signal greatness toa ll who withness it.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
gift_the_colossus_title;Choose who shall get the Colossus;;;;;;;;;;;;;;x
gift_the_colossus_desc;This decision activates an event for the target selection of the Colossus.\nBe swift or you may lose it and no one gets the Colossus.;;;;;;;;;;;;;;x
EVTDESC47619300;We have received the Colossus from $FROMCOUNTRY$. This monument stands as proof that our nation holds legitimacy, strength, and a cause worthy of recognition. The world shall now witness our authority affirmed through triumph and remembrance.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
the_eternal_strife_over_adalsia_north_title;Conquer North-Central Adalsia;;;;;;;;;;;;;;x
the_eternal_strife_over_adalsia_north_desc;the_eternal_strife_over_adalsia_north_desc;The states of Leda, Theyra, and Lusita have long stood independent in the center of the Adalsia Peninsula. Their position is vital to any power seeking dominance, and their steppes and mountains have produced resilient soldiers hardened by terrain and scarcity alike. To conquer them is to command the center and secure the keystone of the peninsula.;;;;;;;;;;;;;;x;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
the_eternal_strife_over_adalsia_south_title;Conquer South-Central Adalsia;;;;;;;;;;;;;;x
the_eternal_strife_over_adalsia_south_desc;The States of Adranal and Jestus trace their history into ancient centuries, their fertile lands and trade routes long sustaining the Adalsian interior. To take them is to seize the economic heart of the peninsula and close the era of divided rule in its center.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
beyond_adalsia_title;Beyond Adalsia;;;;;;;;;;;;;;x
