#############################################;;;;;;;;;;;;;;x
#Size Tags;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
#############State Nations (Pero Credit)##############;;;;;;;;;;;;;;x
#Size CBs;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
acquire_core_state_tiny;Take Tiny Core State;;;;;;;;;;;;;;x
acquire_core_state_tiny_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_core_state_tiny_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_core_state_tiny_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_core_state_small;Take Small Core State;;;;;;;;;;;;;;x
acquire_core_state_small_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_core_state_small_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_core_state_small_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_core_state_medium;Take Medium Core State;;;;;;;;;;;;;;x
acquire_core_state_medium_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_core_state_medium_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_core_state_medium_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_core_state_large;Take Large Core State;;;;;;;;;;;;;;x
acquire_core_state_large_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_core_state_large_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_core_state_large_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_core_state_huge;Take Huge Core State;;;;;;;;;;;;;;x
acquire_core_state_huge_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_core_state_huge_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_core_state_huge_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_state_tiny_early;Take Tiny State Earlygame;;;;;;;;;;;;;x
acquire_state_tiny_early_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_tiny_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_tiny_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_small_early;Take Small State Earlygame;;;;;;;;;;;;;x
acquire_state_small_early_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_small_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_small_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_medium_early;Take Medium State Earlygame;;;;;;;;;;;;;x
acquire_state_medium_early_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_medium_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_medium_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_large_early;Take Large State Earlygame;;;;;;;;;;;;;x
acquire_state_large_early_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_large_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_large_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_huge_early;Take Huge State Earlygame;;;;;;;;;;;;;x
acquire_state_huge_early_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_huge_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_huge_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_tiny;Take Tiny State;;;;;;;;;;;;;x
acquire_state_tiny_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_tiny_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_tiny_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_small;Take Small State;;;;;;;;;;;;;x
acquire_state_small_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_small_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_small_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_medium;Take Medium State;;;;;;;;;;;;;x
acquire_state_medium_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_medium_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_medium_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_large;Take Large State;;;;;;;;;;;;;x
acquire_state_large_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_large_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_large_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_huge;Take Huge State;;;;;;;;;;;;;x
acquire_state_huge_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_huge_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_huge_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_tiny_early;Free Tiny State Earlygame;;;;;;;;;;;;;x
free_peoples_tiny_early_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_tiny_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_tiny_early_setup;Demand that $RECIPIENT$ return territory.;;;;;;;;;;;;;x
free_peoples_small_early;Free Small State Earlygame;;;;;;;;;;;;;x
free_peoples_small_early_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_small_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_small_early_setup;Demand that $RECIPIENT$ return territory.;;;;;;;;;;;;;x
free_peoples_medium_early;Free Medium State Earlygame;;;;;;;;;;;;;x
free_peoples_medium_early_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_medium_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_medium_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_large_early;Free Large State Earlygame;;;;;;;;;;;;;x
free_peoples_large_early_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_large_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_large_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_huge_early;Free Huge State Earlygame;;;;;;;;;;;;;x
free_peoples_huge_early_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_huge_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_huge_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_tiny;Free Tiny State;;;;;;;;;;;;;x
free_peoples_tiny_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_tiny_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_tiny_setup;Demand that $RECIPIENT$ return territory.;;;;;;;;;;;;;x
free_peoples_small;Free Small State;;;;;;;;;;;;;x
free_peoples_small_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_small_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_small_setup;Demand that $RECIPIENT$ return territory.;;;;;;;;;;;;;x
free_peoples_medium;Free Medium State;;;;;;;;;;;;;x
free_peoples_medium_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_medium_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_medium_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_large;Free Large State;;;;;;;;;;;;;x
free_peoples_large_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_large_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_large_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_huge;Free Huge State;;;;;;;;;;;;;x
free_peoples_huge_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_huge_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_huge_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_trade_port;Take Trade Port;;;;;;;;;;;;;;x
acquire_trade_port_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_trade_port_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_trade_port_setup;Demand that $RECIPIENT$ cede control of their trade port.;;;;;;;;;;;;;;x
acquire_pera_culture_state_early;Take Pera State;;;;;;;;;;;;;;x
acquire_pera_culture_state_early_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_pera_culture_state_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_pera_culture_state_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_pera_culture_core_early;Take Pera Core State;;;;;;;;;;;;;;x
acquire_pera_culture_core_early_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_pera_culture_core_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_pera_culture_core_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_pera_culture_state_late;Take Pera State;;;;;;;;;;;;;;x
acquire_pera_culture_state_late_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_pera_culture_state_late_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_pera_culture_state_late_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_pera_culture_core_late;Take Pera Core State;;;;;;;;;;;;;;x
acquire_pera_culture_core_late_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_pera_culture_core_late_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_pera_culture_core_late_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
sudden_strike;Sudden Strike;;;;;;;;;;;;;;x
sudden_strike_short;Sudden Strike;;;;;;;;;;;;;;x
sudden_strike_desc;This CB is a unique no effect war starter with no WS cost for full WS retention;;;;;;;;;;;;;;x
sudden_strike_setup;Sudden Strike;;;;;;;;;;;;;;x
take_from_sphere_gardian;Contest gardian sphere;;;;;;;;;;;;;;x
take_from_sphere_gardian_short;Take $THIRD$ from sphere of influence;Prendre $THIRD$ à la sphère d'influence;$THIRD$ aus Einflusssphäre entfernen;;;;;;;;;;;
take_from_sphere_gardian_desc;Remove a country from someone's §YSphere of Influence§W and add it to our own;Supprimer un pays de la §Ysphère d'influence§W de quelqu'un et l'ajouter à la nôtre;Entfernen Sie ein Land aus einer anderen §YEinflusssphäre§W und fügen Sie es Ihrer eigenen hinzu.;;;;;;;;;;;
take_from_sphere_gardian_setup;Take $THIRD$ from $RECIPIENT$'s sphere of influence;Prendre $THIRD$ à la sphère d'influence de $RECIPIENT$;$THIRD$ aus Einflusssphäre von $RECIPIENT$ entfernen;;;;;;;;;;;
take_from_sphere;Contest sphere of influence;Prendre à la sphère d'influence;Aus Einflusssphäre entfernen;;;;;;;;;;;
take_from_sphere_short;Take $THIRD$ from sphere of influence;Prendre $THIRD$ à la sphère d'influence;$THIRD$ aus Einflusssphäre entfernen;;;;;;;;;;;
take_from_sphere_desc;Remove a country from someone's §YSphere of Influence§W and add it to our own;Supprimer un pays de la §Ysphère d'influence§W de quelqu'un et l'ajouter à la nôtre;Entfernen Sie ein Land aus einer anderen §YEinflusssphäre§W und fügen Sie es Ihrer eigenen hinzu.;;;;;;;;;;;
take_from_sphere_setup;Take $THIRD$ from $RECIPIENT$'s sphere of influence;Prendre $THIRD$ à la sphère d'influence de $RECIPIENT$;$THIRD$ aus Einflusssphäre von $RECIPIENT$ entfernen;;;;;;;;;;;
NORMAL_WAR_TRADEPORT_CONQUEST_NAME;Forceful Acquisition of $STATE$;;;;;;;;;;;;x
take_from_sphere_gardian_minor;Contest Lesser Gardian;;;;;;;;;;;;;;x
take_from_sphere_gardian_minor_short;Integrate $THIRD$ into our Influence;;;;;;;;;;;;;;x
take_from_sphere_gardian_minor_desc;Declare war on an enemy Great Power to take control of a lesser Gardian state (§Ybelow 400k POPs§W) within the Gardian cultural and geographic region. Victory transfers vassalage and sphere control from the enemy Great Power to us.;;;;;;;;;;;;;;x
take_from_sphere_gardian_minor_setup;Seek the withdrawal of $RECIPIENT$’s influence and the affirmation of our metropolitan preeminence over $THIRD$.;;;;;;;;;;;;;;x
take_from_sphere_gardian_major;Contest Greater Gardian;;;;;;;;;;;;;;x
take_from_sphere_gardian_major_short;Integrate $THIRD$ into our Influence;;;;;;;;;;;;;;x
take_from_sphere_gardian_major_desc;Declare war on an enemy Great Power to take control of a major Gardian state (§YAbove 400k POPs§W) within the Gardian cultural and geographic region. Victory transfers vassalage and sphere control from the enemy Great Power to us.;;;;;;;;;;;;;;x
take_from_sphere_gardian_major_setup;Seek the withdrawal of $RECIPIENT$’s influence and the affirmation of our metropolitan preeminence over $THIRD$.;;;;;;;;;;;;;;x
punish_betrayal_emadem_in_terilem;Retribution again Emadem in Terilem;;;;;;;;;;;;;;x
punish_betrayal_emadem_in_terilem_short;Regain the Assimilation advantage in Terilem;;;;;;;;;;;;;;x
punish_betrayal_emadem_in_terilem_desc;On Victory we gain the best possible Assimilation resolution against Emadem and they will gain the worst possible Assimilation resolution.;;;;;;;;;;;;;;x
punish_betrayal_emadem_in_terilem_setup;Regain the Assimilation advantage in Terilem;;;;;;;;;;;;;;x
punish_betrayal_redrogard_in_terilem;Retribution against Redrogard in Terilem;;;;;;;;;;;;;;x
punish_betrayal_redrogard_in_terilem_short;Regain the Assimilation advantage in Terilem;;;;;;;;;;;;;;x
punish_betrayal_redrogard_in_terilem_desc;On Victory we gain the best possible Assimilation resolution against Redrogard and they will gain the worst possible Assimilation resolution.;;;;;;;;;;;;;;x
punish_betrayal_redrogard_in_terilem_setup;Regain the Assimilation advantage in Terilem;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_terilem;Retribution against Devogard in Terilem;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_terilem_short;Regain the Assimilation advantage in Terilem;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_terilem_desc;On Victory we gain the best possible Assimilation resolution against Devogard and they will gain the worst possible Assimilation resolution.;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_terilem_setup;Regain the Assimilation advantage in Terilem;;;;;;;;;;;;;;x
punish_betrayal_redrogard_in_ormal;Retribution against Redrogard in Ormal;;;;;;;;;;;;;;x
punish_betrayal_redrogard_in_ormal_short;Regain the Assimilation advantage in Ormal;;;;;;;;;;;;;;x
punish_betrayal_redrogard_in_ormal_desc;On Victory we gain the best possible Assimilation resolution against Redrogard and they will gain the worst possible Assimilation resolution.;;;;;;;;;;;;;;x
punish_betrayal_redrogard_in_ormal_setup;Regain the Assimilation advantage in Ormal;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_ormal;Retribution against Devogard in Ormal;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_ormal_short;Regain the Assimilation advantage in Ormal;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_ormal_desc;On Victory we gain the best possible Assimilation resolution against Devogard and they will gain the worst possible Assimilation resolution.;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_ormal_setup;Regain the Assimilation advantage in Ormal;;;;;;;;;;;;;;x
punish_betrayal_haatos_in_ormal;Retribution against Haatos in Ormal;;;;;;;;;;;;;;x
punish_betrayal_haatos_in_ormal_short;Regain the Assimilation advantage in Ormal;;;;;;;;;;;;;;x
punish_betrayal_haatos_in_ormal_desc;On Victory we gain the best possible Assimilation resolution against Haatos and they will gain the worst possible Assimilation resolution.;;;;;;;;;;;;;;x
punish_betrayal_haatos_in_ormal_setup;Regain the Assimilation advantage in Ormal;;;;;;;;;;;;;;x
punish_betrayal_emadem_in_nadorilem;Retribution against Emadem in Nadorilem;;;;;;;;;;;;;;x
punish_betrayal_emadem_in_nadorilem_short;Regain the Assimilation advantage in Nadorilem;;;;;;;;;;;;;;x
punish_betrayal_emadem_in_nadorilem_desc;On Victory we gain the best possible Assimilation resolution against Emadem and they will gain the worst possible Assimilation resolution.;;;;;;;;;;;;;;x
punish_betrayal_emadem_in_nadorilem_setup;Regain the Assimilation advantage in Nadorilem;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_nadorilem;Retribution against Devogard in Nadorilem;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_nadorilem_short;Regain the Assimilation advantage in Nadorilem;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_nadorilem_desc;On Victory we gain the best possible Assimilation resolution against Devogard and they will gain the worst possible Assimilation resolution.;;;;;;;;;;;;;;x
punish_betrayal_devogard_in_nadorilem_setup;Regain the Assimilation advantage in Nadorilem;;;;;;;;;;;;;;x
punish_betrayal_herradem_in_nadorilem;Retribution against Herradem in Nadorilem;;;;;;;;;;;;;;x
punish_betrayal_herradem_in_nadorilem_short;Regain the Assimilation advantage in Nadorilem;;;;;;;;;;;;;;x
punish_betrayal_herradem_in_nadorilem_desc;On Victory we gain the best possible Assimilation resolution against Herradem and they will gain the worst possible Assimilation resolution.;;;;;;;;;;;;;;x
punish_betrayal_herradem_in_nadorilem_setup;Regain the Assimilation advantage in Nadorilem;;;;;;;;;;;;;;x
