#############################################;;;;;;;;;;;;;;x
#Size Tags;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
#############State Nations (Pero Credit)##############;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
#Size CBs;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
acquire_core_state_tiny;Take Tiny Core State;;;;;;;;;;;;;;x
acquire_core_state_tiny_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_core_state_tiny_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_core_state_tiny_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_core_state_small;Take Small Core State;;;;;;;;;;;;;;x
acquire_core_state_small_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_core_state_small_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_core_state_small_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_core_state_medium;Take Medium Core State;;;;;;;;;;;;;;x
acquire_core_state_medium_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_core_state_medium_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_core_state_medium_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_core_state_large;Take Large Core State;;;;;;;;;;;;;;x
acquire_core_state_large_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_core_state_large_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_core_state_large_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_core_state_huge;Take Huge Core State;;;;;;;;;;;;;;x
acquire_core_state_huge_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_core_state_huge_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_core_state_huge_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_state_tiny_early;Take Tiny State Earlygame;;;;;;;;;;;;;x
acquire_state_tiny_early_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_tiny_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_tiny_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_small_early;Take Small State Earlygame;;;;;;;;;;;;;x
acquire_state_small_early_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_small_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_small_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_medium_early;Take Medium State Earlygame;;;;;;;;;;;;;x
acquire_state_medium_early_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_medium_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_medium_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_large_early;Take Large State Earlygame;;;;;;;;;;;;;x
acquire_state_large_early_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_large_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_large_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_huge_early;Take Huge State Earlygame;;;;;;;;;;;;;x
acquire_state_huge_early_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_huge_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_huge_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_tiny;Take Tiny State;;;;;;;;;;;;;x
acquire_state_tiny_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_tiny_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_tiny_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_small;Take Small State;;;;;;;;;;;;;x
acquire_state_small_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_small_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_small_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_medium;Take Medium State;;;;;;;;;;;;;x
acquire_state_medium_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_medium_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_medium_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_large;Take Large State;;;;;;;;;;;;;x
acquire_state_large_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_large_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_large_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_state_huge;Take Huge State;;;;;;;;;;;;;x
acquire_state_huge_short;Acquire $STATE$;;;;;;;;;;;;;x
acquire_state_huge_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_state_huge_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_tiny_early;Free Tiny State Earlygame;;;;;;;;;;;;;x
free_peoples_tiny_early_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_tiny_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_tiny_early_setup;Demand that $RECIPIENT$ return territory.;;;;;;;;;;;;;x
free_peoples_small_early;Free Small State Earlygame;;;;;;;;;;;;;x
free_peoples_small_early_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_small_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_small_early_setup;Demand that $RECIPIENT$ return territory.;;;;;;;;;;;;;x
free_peoples_medium_early;Free Medium State Earlygame;;;;;;;;;;;;;x
free_peoples_medium_early_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_medium_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_medium_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_large_early;Free Large State Earlygame;;;;;;;;;;;;;x
free_peoples_large_early_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_large_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_large_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_huge_early;Free Huge State Earlygame;;;;;;;;;;;;;x
free_peoples_huge_early_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_huge_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_huge_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_tiny;Free Tiny State;;;;;;;;;;;;;x
free_peoples_tiny_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_tiny_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_tiny_setup;Demand that $RECIPIENT$ return territory.;;;;;;;;;;;;;x
free_peoples_small;Free Small State;;;;;;;;;;;;;x
free_peoples_small_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_small_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_small_setup;Demand that $RECIPIENT$ return territory.;;;;;;;;;;;;;x
free_peoples_medium;Free Medium State;;;;;;;;;;;;;x
free_peoples_medium_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_medium_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_medium_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_large;Free Large State;;;;;;;;;;;;;x
free_peoples_large_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_large_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_large_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
free_peoples_huge;Free Huge State;;;;;;;;;;;;;x
free_peoples_huge_short;Free $STATE$;;;;;;;;;;;;;x
free_peoples_huge_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
free_peoples_huge_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;x
acquire_trade_port;Take Trade Port;;;;;;;;;;;;;;x
acquire_trade_port_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_trade_port_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_trade_port_setup;Demand that $RECIPIENT$ cede control of their trade port.;;;;;;;;;;;;;;x
acquire_pera_culture_state_early;Take Pera State;;;;;;;;;;;;;;x
acquire_pera_culture_state_early_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_pera_culture_state_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_pera_culture_state_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_pera_culture_core_early;Take Pera Core State;;;;;;;;;;;;;;x
acquire_pera_culture_core_early_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_pera_culture_core_early_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_pera_culture_core_early_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_pera_culture_state_late;Take Pera State;;;;;;;;;;;;;;x
acquire_pera_culture_state_late_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_pera_culture_state_late_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;x
acquire_pera_culture_state_late_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
acquire_pera_culture_core_late;Take Pera Core State;;;;;;;;;;;;;;x
acquire_pera_culture_core_late_short;Acquire $STATE$;;;;;;;;;;;;;;x
acquire_pera_culture_core_late_desc;This CB fixes the warscore value in order to keep warscore values consistent and prevent exploits.;;;;;;;;;;;;;;x
acquire_pera_culture_core_late_setup;Demand that $RECIPIENT$ secede territory.;;;;;;;;;;;;;;x
